Tweets	partition	Topics
director nacional equipo directivo visitan arica e iquique para ayudar por contingencia generada por terremoto	train	2
dir raffy alejandro ocd currently reported casualty bicol region	train	8
rt california plan build million earthquake early warning system	test	1
recolectan ayudas para damnificados de terremoto en chile via apoyo rt rt rt	train	2
aqui solo exite ayuda de los artistas ni de francisco	train	2
pic playa grande damage	train	4
california temporarily suspends service earthquake hit	train	1
flood cripple jammu kashmir weathe	train	7
rt usa napa damaged hurt northern california quake welcome new	train	1
rt martin always slaying pam	train	10
rt saying chance typhoon hagupit make landfall earlier via	train	8
chile magnitude earthquake big one geologist warn	train	3
rt least killed rapti ganga express ram autorickshaw bihar least nine people	train	5
fiji island region	train	0
rt philippine official typhoon hagupit impact climate change	train	8
monsoon flood kill nearly india pakistan	test	7
rt cdc announces first case deadly mers disease u apparently come camel middle east yes seriou	train	6
cyclone nathan cyclone nathan nearing queensland coast forecast change direction update	train	10
dicen de q esta cortando los servicios de hogar que tienen deuda un poco de criterio	train	2
saudi health authority announced monday death toll mers coronavirus reached since respiratory disease	train	6
rt j open letter medium nepal earthquake yes set basel	train	11
quake recovery strongest earthquake year strike northern california	dev	1
score killed flooding nepal india	train	5
rt raxaul bihar india nepal border colleague co ordinating relief work help aff	train	11
hurricane odile leaf path destruction mexico southwest brace incoming sto	train	4
rt nepali swayamsevaks reached nepal help injured	train	11
rt graphic typhoon expected impact detail	train	8
hour president silent	train	3
rt ellos tambien son victimas del terremoto necesitamos su ayuda	dev	2
rt daily rant amp rave rescue hurricane odile	train	4
rt bilawal zardari bhutto visit flood hit area punjab ppp top leadership restrict sindh alo	train	7
rt updated mers cov case definition infection prevention control guideline saudi moh may th	dev	6
scientist find mers virus antibody may lead treatment	test	6
rt good news sign yet spread first u patient soon say local sp	train	6
protestan en chile por falta de ayuda ante terremoto los habitantes de la poblacion laguna verde en la parte	train	2
origin salt water ebola treatment came igala kingdom ebola spark panic across nigeria	train	9
rt afectados por terremoto protestaron en iquique chile por demora de ayudas	dev	2
rt necesita de tu ayuda para abastecerse de	test	2
seriously bare shit longer needed help nepal	train	11
hurricane damage photo starting creep website morning hurricane ravaged	train	4
rt staff standby respond amp emergency stock ready throughout philippine	train	8
rt tsunami warning discontinued except chile peru	train	3
rt big question outbreak answered	train	9
cyclone pam tear tiny pacific archipelago vanuatu leaving deadly trail	train	10
death toll pakistan rise via rt	train	0
allpassengers arriving airport screened symptom st	train	9
rt typhoon hagupit ruby make landfall philippine danger continues forecast	train	8
releasing result important implication understanding transmission emerging lethal virus cov	train	6
rt saw news typhoon moving slow still strong might last wednesday god bless soul	train	8
rt wounded sister told santafe leave cuz help anymore help guidance medic food	train	4
jammu kashmir flood massive rescue operation underway situation remains grim	train	7
rt today day guardian kathmandu fell th century king pratap malla stone pillar	train	11
pakistan sends rescue team nepal pakistan sent four c aircraft carrying bed hospital special	train	11
rt first case disease mers worry find	train	6
rt mobilised resource support nepal wake devastating earthquake defence minister manohar parrikar pt	train	11
rt scary disease come like come animal explains	train	6
cyclone olwyn continues weaken	train	10
arsenal official support nepal earthquake appeal	train	11
rt fuerte terremoto en chile deja do muertos varios heridos un poderoso terremoto sacudio la noche del martes	train	2
rt scientist confirm california quake unrelated magnitude earthquake struck chile	test	3
second case confirmed u risk contracting disease still low according	train	6
water released nepal flood district lakh hit time india	train	5
fear londoner trapped india pakistan flood	train	7
balochistan two island pop pasni coast karachi powerful earthquake	test	0
rt weakened tropical depression heading toward lubang island	train	8
discus help flood police atrocity rape victim bihar discus much politics india first trp	train	5
rt watching footage astounded people living mud hut barren land forgotten corne	train	0
first case deadly middle eastern virus found center disease control confir	dev	6
offer condolence deadly	train	11
new post read gov babatunde fashola address lagosians ebola disease	train	9
facebook safety check let u check nepali friend impressive hope nitesh fine	train	11
rt cdc fact person infected contagious symptom appear	train	9
vanuatu islander running food water cyclone huffington post	train	10
cinco muertos primer balance del terremoto en chile	train	2
evidence disease like clear work	test	9
rt let u pray recovery country	train	3
earthquake preparedness month ready	train	3
rt massive respect way defended affronted indian anchor person quite commendable	train	0
oh yay reveals sars successor sort mers disease contagious	train	6
rt super typhoon packing wind mph take aim philippine report	train	8
depor terremoto en chile estadios sirvieron de refugio para los damnificados fotos la	train	2
ma de replica muertos por terremoto en chile	train	2
relief team report devastation death monster vanuatu cyclone	train	10
rt indian base force w amazing iaf amazing helpful modi rock indian evacuated nepal	train	11
rt expected landfall albay pm according local official via	dev	8
manana la frente inacap paseo caballos alimentonoperecible rt	train	2
al menos do muertos tres heridos graf por terremoto en chile santiago de chile chile al menos do per	train	2
look earthquake impact california region napa calif ap strong earthquake rattled swa	dev	1
gobernantes ofrecen ayuda chile tras terremoto que afecto al norte entre quienes han expresado su pesar	train	2
arabia moh denied rumor second suspected case virus disease	train	9
rt los afectados necesitados son aquellos q viven al interior la ayuda debiese ir para alla primero gracias por todos los ap	train	2
rt waking going bed view like	train	5
rt perrito perdido muy triste busca su familia por fa ayuda con rt si lo reconoce llamar al	train	2
rt arabia elderly people chronic disease urged postpone	train	6
rt duty pak army fc amp civilian admin provide rescue amp relief also keep area secure c	test	0
rt call war zone remember one side shooting amp hand	train	5
rt super typhoon wind kph per jtwc still significant strengthening ahead posing serious threat	train	8
rt rt warns could reach japanese coast early thursday morning following massive nea	train	3
new mb nepal magnitude mb region nepal date time utc location	train	11
nepal earthquake cctv footage compilation	train	11
rt nepal government gradually getting grasp destruction worst hit village	train	11
rt state union exporting business importing infectious disease forward	train	9
